No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|1er lot|Nombre de lots|Code type local|Type local|Surface reelle bati|Nombre pieces principales|Year
1|29/12/2021|Vente|3500000,00|||B008|ALPHERAN|13100.0|AIX EN PROVENCE|13|1||RA|8||0|||||2021
1|29/12/2021|Vente|3500000,00|||B008|ALPHERAN|13100.0|AIX EN PROVENCE|13|1||RB|7||0|||||2021
1|29/12/2021|Vente|3500000,00|||B008|ALPHERAN|13100.0|AIX EN PROVENCE|13|1||RB|9||0|||||2021
1|29/12/2021|Vente|3500000,00|||B008|ALPHERAN|13100.0|AIX EN PROVENCE|13|1||RB|9||0|||||2021
1|30/12/2021|Vente|250000,00|||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|273||0|||||2021
1|30/12/2021|Vente|250000,00|||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|274||0|||||2021
1|30/12/2021|Vente|250000,00|||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|275||0|||||2021
1|30/12/2021|Vente|250000,00|||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|276||0|||||2021
1|30/12/2021|Vente|250000,00|||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|277||0|||||2021
1|30/12/2021|Vente|250000,00|||B024|LE PETIT PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AK|278||0|||||2021
1|23/12/2021|Vente|80500,00|25.0|RUE|0870|DE L ECOLE|13100.0|AIX EN PROVENCE|13|1||AS|74|17.0|1|2.0|Appartement|19.0|1.0|2021
1|28/12/2021|Vente|144500,00|50.0|CRS|2870|SEXTIUS|13100.0|AIX EN PROVENCE|13|1||AP|69|2.0|1|2.0|Appartement|30.0|1.0|2021
3|07/12/2021|Vente|205000,00|||B112|CHAUCHARDY|13100.0|AIX EN PROVENCE|13|1||DX|69||0|||||2021
1|29/12/2021|Vente|4316224,00|2.0|RUE|0833|DU DOCT FERNAND AURIENTIS|13100.0|AIX EN PROVENCE|13|1||BA|106||0|||||2021
1|03/12/2021|Vente|307000,00|1.0|CHE|0315|DE BIBEMUS|13100.0|AIX EN PROVENCE|13|1||EI|12|25.0|1|3.0|Dépendance|0.0|0.0|2021
1|03/12/2021|Vente|307000,00|1.0|CHE|0315|DE BIBEMUS|13100.0|AIX EN PROVENCE|13|1||EI|12|32.0|1|3.0|Dépendance|0.0|0.0|2021
1|03/12/2021|Vente|307000,00|1.0|CHE|0315|DE BIBEMUS|13100.0|AIX EN PROVENCE|13|1||EI|12|25.0|1|2.0|Appartement|70.0|3.0|2021
1|03/12/2021|Vente|307000,00|1.0|CHE|0315|DE BIBEMUS|13100.0|AIX EN PROVENCE|13|1||EI|12|32.0|1|2.0|Appartement|86.0|4.0|2021
1|20/07/2021|Vente|200000,00|9166.0|AV|1318|DE GRENADE|13100.0|AIX EN PROVENCE|13|1||CN|166|1033.0|1|3.0|Dépendance|0.0|0.0|2021
1|20/07/2021|Vente|200000,00|9166.0|AV|1318|DE GRENADE|13100.0|AIX EN PROVENCE|13|1||CN|166|1097.0|1|2.0|Appartement|37.0|2.0|2021
1|12/07/2021|Adjudication|583000,00|9001.0|PARC|A469|RESIDENTIEL EMILE RIGAUD|13100.0|AIX EN PROVENCE|13|1||DT|77|35.0|1|1.0|Maison|125.0|5.0|2021
1|28/06/2021|Adjudication|1034000,00|20.0|RUE|1260|GONTARD|13100.0|AIX EN PROVENCE|13|1||AL|55||0|1.0|Maison|114.0|5.0|2021
1|06/07/2021|Vente|300000,00|49.0|RUE|1930|MIGNET|13100.0|AIX EN PROVENCE|13|1||AT|121|17.0|2|2.0|Appartement|34.0|2.0|2021
1|04/01/2021|Vente|355150,00|382.0|AV|0276|JEAN PAUL COSTE|13100.0|AIX EN PROVENCE|13|1||BS|5|195.0|1|3.0|Dépendance|0.0|0.0|2021
1|04/01/2021|Vente|355150,00|9001.0|RES|A016|LE BEL ORMEAU|13100.0|AIX EN PROVENCE|13|1||BS|5|613.0|1|2.0|Appartement|82.0|4.0|2021
1|05/01/2021|Vente|235700,00|10.0|RUE|0260|BEDARRIDES|13100.0|AIX EN PROVENCE|13|1||AB|398|8.0|1|2.0|Appartement|47.0|2.0|2021
1|05/01/2021|Vente|600000,00|1287.0||B029|PETIT CABRIES|13100.0|LE THOLONET|13|109||B|1786||0|3.0|Dépendance|0.0|0.0|2021
1|05/01/2021|Vente|600000,00|1287.0||B029|PETIT CABRIES|13100.0|LE THOLONET|13|109||B|1786||0|3.0|Dépendance|0.0|0.0|2021
1|05/01/2021|Vente|25000,00|9001.0|RES|A200|L OLIVERAIE|13100.0|AIX EN PROVENCE|13|1||BM|98|314.0|1|3.0|Dépendance|0.0|0.0|2021
1|08/01/2021|Vente|496000,00|11.0|LOT|A053|LA MARTELIERE|13100.0|LE THOLONET|13|109||B|1223||0|1.0|Maison|88.0|4.0|2021
1|18/01/2021|Vente|72000,00|18.0|BD|2670|DU ROI RENE|13100.0|AIX EN PROVENCE|13|1||BZ|1|302.0|1|2.0|Appartement|56.0|1.0|2021
1|18/01/2021|Vente|72000,00|18.0|BD|2670|DU ROI RENE|13100.0|AIX EN PROVENCE|13|1||BZ|1|247.0|1|2.0|Appartement|30.0|1.0|2021
1|05/01/2021|Vente|281050,00|3.0|AV|0270|DES BELGES|13100.0|AIX EN PROVENCE|13|1||AN|19|21.0|2|2.0|Appartement|58.0|3.0|2021
1|05/01/2021|Vente|729300,00|8.0|RUE|0888|EMILE TAVAN|13100.0|AIX EN PROVENCE|13|1||AR|155|18.0|1|2.0|Appartement|80.0|3.0|2021
1|05/01/2021|Vente|729300,00|8.0|RUE|0888|EMILE TAVAN|13100.0|AIX EN PROVENCE|13|1||AR|155|9.0|1|3.0|Dépendance|0.0|0.0|2021
1|06/01/2021|Vente|1420000,00|105.0|CHEM|2428|POILROUX HAUT|13100.0|AIX EN PROVENCE|13|1||EC|55||0|3.0|Dépendance|0.0|0.0|2021
1|06/01/2021|Vente|1420000,00|105.0|CHEM|2428|POILROUX HAUT|13100.0|AIX EN PROVENCE|13|1||EC|55||0|1.0|Maison|200.0|5.0|2021
1|06/01/2021|Vente|1420000,00|||B468|LES TROIS BONS DIEUX NORD|13100.0|AIX EN PROVENCE|13|1||EC|180||0|||||2021
1|07/01/2021|Vente|198000,00|7.0|SQ|0021|CAMILLE COROT|13100.0|LE THOLONET|13|109||A|1988||0|3.0|Dépendance|0.0|0.0|2021
1|07/01/2021|Vente|198000,00|7.0|SQ|0006|ALFRED SISLEY|13100.0|LE THOLONET|13|109||A|2031||0|1.0|Maison|88.0|4.0|2021
1|07/01/2021|Vente|300000,00|23.0|RUE|0801|DE CUQUES|13100.0|AIX EN PROVENCE|13|1||BV|10|129.0|1|3.0|Dépendance|0.0|0.0|2021
1|07/01/2021|Vente|300000,00|23.0|RUE|0801|DE CUQUES|13100.0|AIX EN PROVENCE|13|1||BV|10|46.0|2|2.0|Appartement|67.0|3.0|2021
1|15/01/2021|Vente|210000,00|160.0|RUE|0897|EDMOND HALLEY|13100.0|AIX EN PROVENCE|13|1||KV|133|19.0|1|3.0|Dépendance|0.0|0.0|2021
1|15/01/2021|Vente|210000,00|160.0|RUE|0897|EDMOND HALLEY|13100.0|AIX EN PROVENCE|13|1||KV|133|91.0|1|3.0|Dépendance|0.0|0.0|2021
1|15/01/2021|Vente|210000,00|160.0|RUE|0897|EDMOND HALLEY|13100.0|AIX EN PROVENCE|13|1||KV|133|116.0|1|2.0|Appartement|58.0|3.0|2021
1|08/01/2021|Echange|15000,00|40.0|RUE|4695|PROF CHRISTIAN CABROL|13100.0|AIX EN PROVENCE|13|1||KV|175|34.0|1|3.0|Dépendance|0.0|0.0|2021
2|08/01/2021|Echange|15000,00|40.0|RUE|4695|PROF CHRISTIAN CABROL|13100.0|AIX EN PROVENCE|13|1||KV|175|5.0|1|3.0|Dépendance|0.0|0.0|2021
1|07/01/2021|Vente|755530,00|||B004|LES BONFILLONS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AC|228||0|||||2021
1|07/01/2021|Vente|755530,00|40.0|CHE|0109|DE LA CRETE|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AC|230||0|4.0|Local industriel. commercial ou assimilé|30.0|0.0|2021
1|07/01/2021|Vente|755530,00|40.0|CHE|0109|DE LA CRETE|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AC|230||0|1.0|Maison|75.0|4.0|2021
1|07/01/2021|Vente|755530,00|||B004|LES BONFILLONS|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AC|335||0|||||2021
1|07/01/2021|Vente|600000,00|3.0|RUE|0010|ADANSON|13100.0|AIX EN PROVENCE|13|1||AT|226|6.0|1|3.0|Dépendance|0.0|0.0|2021
1|07/01/2021|Vente|600000,00|3.0|RUE|0010|ADANSON|13100.0|AIX EN PROVENCE|13|1||AT|226|8.0|1|2.0|Appartement|80.0|3.0|2021
1|07/01/2021|Vente|600000,00|3.0|RUE|0010|ADANSON|13100.0|AIX EN PROVENCE|13|1||AT|226|4.0|1|3.0|Dépendance|0.0|0.0|2021
1|07/01/2021|Vente|600000,00|3.0|RUE|0010|ADANSON|13100.0|AIX EN PROVENCE|13|1||AT|226|9.0|1|3.0|Dépendance|0.0|0.0|2021
1|07/01/2021|Vente|600000,00|3.0|RUE|0010|ADANSON|13100.0|AIX EN PROVENCE|13|1||AT|226|7.0|1|2.0|Appartement|50.0|1.0|2021
1|07/01/2021|Vente|600000,00|3.0|RUE|0010|ADANSON|13100.0|AIX EN PROVENCE|13|1||AT|226|3.0|1|3.0|Dépendance|0.0|0.0|2021
1|07/01/2021|Vente|600000,00|3.0|RUE|0010|ADANSON|13100.0|AIX EN PROVENCE|13|1||AT|226|5.0|1|2.0|Appartement|20.0|1.0|2021
1|08/01/2021|Vente|344000,00|9001.0||A336|LES AMANDIERS AVE ST JEROM|13100.0|AIX EN PROVENCE|13|1||BM|101|173.0|2|2.0|Appartement|75.0|4.0|2021
1|08/01/2021|Vente|193300,00|4.0|PL|1208|DE LA GARE|13100.0|AIX EN PROVENCE|13|1||BZ|45|32.0|1|2.0|Appartement|60.0|2.0|2021
1|06/01/2021|Vente|110000,00|5.0|RUE|0060|DE L ANNONCIADE|13100.0|AIX EN PROVENCE|13|1||AB|312|1.0|5|4.0|Local industriel. commercial ou assimilé|50.0|0.0|2021
1|04/01/2021|Vente|219056,00|3.0|RUE|2920|DES TANNEURS|13100.0|AIX EN PROVENCE|13|1||AB|245|10.0|1|2.0|Appartement|45.0|2.0|2021
1|14/01/2021|Vente|68000,00|9758.0|RES|A051|LE MANHATTAN|13100.0|LE THOLONET|13|109||A|1758|134.0|1|4.0|Local industriel. commercial ou assimilé|16.0|0.0|2021
1|14/01/2021|Vente|1651600,00|30.0|RUE|0880|EMERIC DAVID|13100.0|AIX EN PROVENCE|13|1||AE|187|4.0|1|2.0|Appartement|161.0|4.0|2021
1|08/01/2021|Vente|195000,00|25.0|RUE|1388|HENRI MOISSAN|13100.0|AIX EN PROVENCE|13|1||EL|106|103.0|1|2.0|Appartement|33.0|1.0|2021
1|08/01/2021|Vente|195000,00|25.0|RUE|1388|HENRI MOISSAN|13100.0|AIX EN PROVENCE|13|1||EL|106|73.0|1|3.0|Dépendance|0.0|0.0|2021
1|08/01/2021|Vente|195000,00|25.0|RUE|1388|HENRI MOISSAN|13100.0|AIX EN PROVENCE|13|1||EL|106|67.0|1|3.0|Dépendance|0.0|0.0|2021
1|05/01/2021|Vente|270000,00|9.0|AV|0771|DE CRAPONNE|13100.0|AIX EN PROVENCE|13|1||BX|47|518.0|2|2.0|Appartement|64.0|2.0|2021
1|06/01/2021|Vente|165000,00|135.0|RUE|0852|EDMOND HALLEY MILLES|13100.0|AIX EN PROVENCE|13|1||KV|108|103.0|1|3.0|Dépendance|0.0|0.0|2021
1|06/01/2021|Vente|165000,00|135.0|RUE|0852|EDMOND HALLEY MILLES|13100.0|AIX EN PROVENCE|13|1||KV|108|85.0|1|3.0|Dépendance|0.0|0.0|2021
1|06/01/2021|Vente|165000,00|135.0|RUE|0852|EDMOND HALLEY MILLES|13100.0|AIX EN PROVENCE|13|1||KV|108|5.0|1|2.0|Appartement|35.0|2.0|2021
1|08/01/2021|Vente|438000,00|11.0|RUE|0260|BEDARRIDES|13100.0|AIX EN PROVENCE|13|1||AB|456|7.0|2|2.0|Appartement|68.0|3.0|2021
1|11/01/2021|Adjudication|37654,90|67.0|CRS|1180|GAMBETTA|13100.0|AIX EN PROVENCE|13|1||BM|264||0|1.0|Maison|36.0|3.0|2021
1|11/01/2021|Adjudication|37654,90||TRA|2811|SAINT PIERRE PROLONGEE|13100.0|AIX EN PROVENCE|13|1||BM|265||0|||||2021
1|15/01/2021|Vente|351000,00|55.0|CRS|1180|GAMBETTA|13100.0|AIX EN PROVENCE|13|1||BL|9|82.0|2|2.0|Appartement|95.0|5.0|2021
1|15/01/2021|Vente|351000,00|55.0|CRS|1180|GAMBETTA|13100.0|AIX EN PROVENCE|13|1||BL|9|71.0|1|3.0|Dépendance|0.0|0.0|2021
1|25/01/2021|Vente|15000,00|9001.0|RES|A437|LES JARDINS D ARCADIE|13100.0|AIX EN PROVENCE|13|1||BN|102|239.0|1|3.0|Dépendance|0.0|0.0|2021
1|14/01/2021|Vente|580000,00|72.0|AV|1448|JEAN ET MARCEL FONTENAILLE|13100.0|AIX EN PROVENCE|13|1||BE|51|58.0|2|2.0|Appartement|110.0|5.0|2021
1|14/01/2021|Vente|580000,00|72.0|AV|1448|JEAN ET MARCEL FONTENAILLE|13100.0|AIX EN PROVENCE|13|1||BE|51|174.0|1|3.0|Dépendance|0.0|0.0|2021
1|07/01/2021|Vente|216500,00|10.0|TRA|1697|MALAKOFF|13100.0|AIX EN PROVENCE|13|1||AY|125|48.0|2|2.0|Appartement|49.0|3.0|2021
1|11/01/2021|Vente|80000,00|67.0|CRS|1180|GAMBETTA|13100.0|AIX EN PROVENCE|13|1||BM|264||0|1.0|Maison|36.0|3.0|2021
1|11/01/2021|Vente|80000,00||TRA|2811|SAINT PIERRE PROLONGEE|13100.0|AIX EN PROVENCE|13|1||BM|265||0|||||2021
1|04/01/2021|Vente|322000,00|9001.0|RES|A023|LE BOSQUET|13100.0|AIX EN PROVENCE|13|1||BV|12|104.0|2|2.0|Appartement|68.0|2.0|2021
1|04/01/2021|Vente|322000,00|19.0|AV|2346|PIERRE PUGET|13100.0|AIX EN PROVENCE|13|1||BY|68|32.0|1|3.0|Dépendance|0.0|0.0|2021
1|15/01/2021|Vente|195000,00|26.0|AV|1370|HENRI PONTIER|13100.0|AIX EN PROVENCE|13|1||CV|90|14.0|1|2.0|Appartement|50.0|2.0|2021
1|28/01/2021|Vente|45000,00|12.0|RUE|0830|DU DOCTEUR JEAN D'ARGELOS|13100.0|AIX EN PROVENCE|13|1||AO|24|95.0|1|3.0|Dépendance|0.0|0.0|2021
1|28/01/2021|Vente|45000,00|12.0|RUE|0830|DU DOCTEUR JEAN D'ARGELOS|13100.0|AIX EN PROVENCE|13|1||AO|24|94.0|1|3.0|Dépendance|0.0|0.0|2021
1|12/01/2021|Vente|240320,00|9001.0|RES|A583|SAINT BENOIT 1|13100.0|AIX EN PROVENCE|13|1||BR|21|217.0|2|2.0|Appartement|62.0|4.0|2021
1|20/01/2021|Vente|210000,00|50.0|RUE|0540|CARDINALE|13100.0|AIX EN PROVENCE|13|1||AK|107|3.0|2|2.0|Appartement|50.0|3.0|2021
1|14/01/2021|Vente|100000,00|3.0|RUE|1544|LAURENT FAUCHIER|13100.0|AIX EN PROVENCE|13|1||AC|219|5.0|1|2.0|Appartement|18.0|1.0|2021
1|26/01/2021|Vente|285000,00|2.0|AV|1218|GEORGES BRASSENS|13100.0|AIX EN PROVENCE|13|1||DR|220|265.0|1|2.0|Appartement|67.0|3.0|2021
1|26/01/2021|Vente|285000,00|2.0|AV|1218|GEORGES BRASSENS|13100.0|AIX EN PROVENCE|13|1||DR|220|221.0|1|3.0|Dépendance|0.0|0.0|2021
1|07/01/2021|Vente|266500,00|9001.0|RES|A274|LA TREILLE|13100.0|AIX EN PROVENCE|13|1||BR|3|14.0|2|2.0|Appartement|78.0|4.0|2021
1|08/01/2021|Vente|330000,00|566.0|CHE|2041|MOURET|13100.0|AIX EN PROVENCE|13|1||EA|369||0|1.0|Maison|108.0|5.0|2021
1|08/01/2021|Vente|330000,00|566.0|CHE|2041|MOURET|13100.0|AIX EN PROVENCE|13|1||EA|369||0|1.0|Maison|108.0|5.0|2021
1|15/01/2021|Vente|2350000,00|1704.0|CHE|2707|DE SAINT DONAT|13100.0|AIX EN PROVENCE|13|1||DP|18||0|1.0|Maison|250.0|7.0|2021
1|15/01/2021|Vente|2350000,00|1704.0|CHE|2707|DE SAINT DONAT|13100.0|AIX EN PROVENCE|13|1||DP|18||0|1.0|Maison|250.0|7.0|2021
1|15/01/2021|Vente|2350000,00|1704.0|CHE|2707|DE SAINT DONAT|13100.0|AIX EN PROVENCE|13|1||DP|18||0|1.0|Maison|250.0|7.0|2021
1|15/01/2021|Vente|2350000,00|1704.0|CHE|2707|DE SAINT DONAT|13100.0|AIX EN PROVENCE|13|1||DP|18||0|1.0|Maison|250.0|7.0|2021
1|15/01/2021|Vente|2350000,00|1704.0|CHE|2707|DE SAINT DONAT|13100.0|AIX EN PROVENCE|13|1||DP|18||0|1.0|Maison|250.0|7.0|2021
1|15/01/2021|Vente|2350000,00|1704.0|CHE|2707|DE SAINT DONAT|13100.0|AIX EN PROVENCE|13|1||DP|18||0|1.0|Maison|250.0|7.0|2021
1|15/01/2021|Vente|2350000,00|||B178|FONT LEBRE SUD|13100.0|AIX EN PROVENCE|13|1||DP|26||0|||||2021
1|15/01/2021|Vente|2350000,00|||B178|FONT LEBRE SUD|13100.0|AIX EN PROVENCE|13|1||DP|27||0|||||2021
1|15/01/2021|Vente|194861,00|50.0|RUE|3073|DU VALLON DE MION|13100.0|AIX EN PROVENCE|13|1||KV|149|110.0|1|2.0|Appartement|40.0|2.0|2021
1|15/01/2021|Vente|194861,00|50.0|RUE|3073|DU VALLON DE MION|13100.0|AIX EN PROVENCE|13|1||KV|149|87.0|1|3.0|Dépendance|0.0|0.0|2021
1|12/01/2021|Vente|268920,00|63.0|CRS|1980|MIRABEAU|13100.0|AIX EN PROVENCE|13|1||AE|262|14.0|2|2.0|Appartement|82.0|4.0|2021
1|12/01/2021|Vente|165350,00|9001.0||A336|LES AMANDIERS AVE ST JEROM|13100.0|AIX EN PROVENCE|13|1||BM|101|150.0|2|2.0|Appartement|32.0|1.0|2021
1|22/01/2021|Vente|90000,00|1.0|RUE|1930|MIGNET|13100.0|AIX EN PROVENCE|13|1||AC|98|25.0|1|2.0|Appartement|15.0|1.0|2021
1|13/01/2021|Vente|838200,00|1.0|PL|2520|DES PRECHEURS|13100.0|AIX EN PROVENCE|13|1||AC|346|22.0|3|2.0|Appartement|127.0|5.0|2021
1|15/01/2021|Vente|200000,00|23.0|RUE|1640|LOUBON|13100.0|AIX EN PROVENCE|13|1||AC|274|8.0|1|3.0|Dépendance|0.0|0.0|2021
1|07/01/2021|Vente|163500,00|34.0|RUE|0430|BRUEYS|13100.0|AIX EN PROVENCE|13|1||AM|45|6.0|1|2.0|Appartement|45.0|2.0|2021
1|27/01/2021|Vente|144770,00|8.0|RUE|0680|CLEMENCEAU|13100.0|AIX EN PROVENCE|13|1||AE|290|19.0|1|3.0|Dépendance|0.0|0.0|2021
1|27/01/2021|Vente|144770,00|8.0|RUE|0680|CLEMENCEAU|13100.0|AIX EN PROVENCE|13|1||AE|290|18.0|1|2.0|Appartement|18.0|1.0|2021
1|29/01/2021|Vente|93500,00|32.0|RUE|0950|ESPARIAT|13100.0|AIX EN PROVENCE|13|1||AB|401|18.0|1|2.0|Appartement|20.0|1.0|2021
1|26/01/2021|Vente|301350,00|3.0|RUE|2050|DE LA MULE NOIRE|13100.0|AIX EN PROVENCE|13|1||AE|168|8.0|1|2.0|Appartement|50.0|2.0|2021
1|12/01/2021|Vente|525000,00|7.0|CHE|0712|DU COTON ROUGE|13100.0|AIX EN PROVENCE|13|1||BT|3|2.0|1|3.0|Dépendance|0.0|0.0|2021
1|12/01/2021|Vente|525000,00|7.0|CHE|0712|DU COTON ROUGE|13100.0|AIX EN PROVENCE|13|1||BT|3|1.0|1|3.0|Dépendance|0.0|0.0|2021
1|12/01/2021|Vente|525000,00|7.0|CHE|0712|DU COTON ROUGE|13100.0|AIX EN PROVENCE|13|1||BT|3|34.0|1|2.0|Appartement|93.0|4.0|2021
1|21/01/2021|Vente|299650,00|259.0|CHE|2608|DE REPENTANCE|13100.0|AIX EN PROVENCE|13|1||BD|229|67.0|1|2.0|Appartement|52.0|2.0|2021
2|21/01/2021|Vente|25000,00|259.0|CHE|2608|DE REPENTANCE|13100.0|AIX EN PROVENCE|13|1||BD|229|6.0|1|3.0|Dépendance|0.0|0.0|2021
1|20/01/2021|Vente|481320,00|9001.0|RES|A272|LA TOUR D AYGOSI|13100.0|AIX EN PROVENCE|13|1||BM|238|1601.0|2|2.0|Appartement|93.0|5.0|2021
1|18/01/2021|Vente|3713210,00|||B024|PARADOU|13100.0|BEAURECUEIL|13|12||AI|24||0|||||2021
1|18/01/2021|Vente|3713210,00|||B024|PARADOU|13100.0|BEAURECUEIL|13|12||AI|24||0|||||2021
1|18/01/2021|Vente|3713210,00|||B024|PARADOU|13100.0|BEAURECUEIL|13|12||AI|25||0|||||2021
1|18/01/2021|Vente|3713210,00|||B024|PARADOU|13100.0|BEAURECUEIL|13|12||AI|26||0|||||2021
1|18/01/2021|Vente|3713210,00|||B024|PARADOU|13100.0|BEAURECUEIL|13|12||AI|26||0|||||2021
1|18/01/2021|Vente|3713210,00|5211.0||B024|PARADOU|13100.0|BEAURECUEIL|13|12||AI|27||0|3.0|Dépendance|0.0|0.0|2021
1|18/01/2021|Vente|3713210,00|5211.0||B024|PARADOU|13100.0|BEAURECUEIL|13|12||AI|27||0|1.0|Maison|335.0|8.0|2021
1|18/01/2021|Vente|3713210,00|5211.0||B024|PARADOU|13100.0|BEAURECUEIL|13|12||AI|27||0|3.0|Dépendance|0.0|0.0|2021
1|18/01/2021|Vente|3713210,00|5211.0||B024|PARADOU|13100.0|BEAURECUEIL|13|12||AI|27||0|1.0|Maison|335.0|8.0|2021
1|19/01/2021|Vente|209800,00|7.0|PTR|2280|PETITE RUE SAINT JEAN|13100.0|AIX EN PROVENCE|13|1||AE|257|30.0|2|2.0|Appartement|34.0|2.0|2021
1|19/01/2021|Vente|840000,00|15.0|RUE|2340|PIERRE ET MARIE CURIE|13100.0|AIX EN PROVENCE|13|1||AT|310|3.0|1|2.0|Appartement|131.0|3.0|2021
1|19/01/2021|Vente|840000,00|15.0|RUE|2340|PIERRE ET MARIE CURIE|13100.0|AIX EN PROVENCE|13|1||AT|310|11.0|1|3.0|Dépendance|0.0|0.0|2021
1|01/02/2021|Vente|743000,00|9001.0|RES|A023|LE BOSQUET|13100.0|AIX EN PROVENCE|13|1||BV|12|122.0|1|3.0|Dépendance|0.0|0.0|2021
1|01/02/2021|Vente|743000,00|9001.0|AV|1500|JULES FERRY|13100.0|AIX EN PROVENCE|13|1||BV|12|53.0|2|2.0|Appartement|120.0|3.0|2021
1|06/01/2021|Vente|88000,00|9001.0|AV|1475|JOSEPH VILLEVIEILLE|13100.0|AIX EN PROVENCE|13|1||AN|61|216.0|1|3.0|Dépendance|0.0|0.0|2021
1|06/01/2021|Vente|88000,00|615.0|AV|3240|WOLFGANG AMADEUS MOZART|13100.0|AIX EN PROVENCE|13|1||AN|61|32.0|1|2.0|Appartement|19.0|1.0|2021
1|29/01/2021|Vente|125000,00|25.0|RUE|0801|DE CUQUES|13100.0|AIX EN PROVENCE|13|1||BV|17|92.0|1|2.0|Appartement|31.0|1.0|2021
1|06/01/2021|Vente|130000,00|3.0|AV|0665|DE LA CIBLE|13100.0|AIX EN PROVENCE|13|1||BR|1|125.0|2|2.0|Appartement|30.0|1.0|2021
1|06/01/2021|Vente|130000,00|3.0|AV|0665|DE LA CIBLE|13100.0|AIX EN PROVENCE|13|1||BR|1|125.0|2|3.0|Dépendance|0.0|0.0|2021
1|08/01/2021|Vente|50000,00|13.0|RUE|2340|PIERRE ET MARIE CURIE|13100.0|AIX EN PROVENCE|13|1||AT|245|11.0|1|2.0|Appartement|16.0|1.0|2021
1|25/01/2021|Vente|116000,00|615.0|AV|3240|WOLFGANG AMADEUS MOZART|13100.0|AIX EN PROVENCE|13|1||AN|61|189.0|1|2.0|Appartement|25.0|2.0|2021
1|25/01/2021|Vente|116000,00|9001.0|AV|1475|JOSEPH VILLEVIEILLE|13100.0|AIX EN PROVENCE|13|1||AN|61|326.0|1|3.0|Dépendance|0.0|0.0|2021
1|06/01/2021|Vente|289000,00|50.0|RUE|3073|DU VALLON DE MION|13100.0|AIX EN PROVENCE|13|1||KV|149|83.0|1|3.0|Dépendance|0.0|0.0|2021
1|06/01/2021|Vente|289000,00|50.0|RUE|3073|DU VALLON DE MION|13100.0|AIX EN PROVENCE|13|1||KV|149|115.0|1|2.0|Appartement|68.0|3.0|2021
1|07/01/2021|Vente|142500,00|3.0|RUE|0490|CAMPRA|13100.0|AIX EN PROVENCE|13|1||AT|294|21.0|2|2.0|Appartement|28.0|1.0|2021
1|07/01/2021|Vente|142500,00|3.0|RUE|0490|CAMPRA|13100.0|AIX EN PROVENCE|13|1||AT|294|21.0|2|3.0|Dépendance|0.0|0.0|2021
1|08/01/2021|Vente|575000,00|666.0|CHE|2041|MOURET|13100.0|AIX EN PROVENCE|13|1||EA|370||0|1.0|Maison|92.0|4.0|2021
1|08/01/2021|Vente|575000,00|666.0|CHE|2041|MOURET|13100.0|AIX EN PROVENCE|13|1||EA|370||0|1.0|Maison|92.0|4.0|2021
1|21/01/2021|Vente|750000,00|26.0|PL|0529|DES CARDEURS|13100.0|AIX EN PROVENCE|13|1||AS|126|4.0|1|3.0|Dépendance|0.0|0.0|2021
1|21/01/2021|Vente|750000,00|26.0|PL|0529|DES CARDEURS|13100.0|AIX EN PROVENCE|13|1||AS|126|3.0|1|2.0|Appartement|34.0|1.0|2021
1|21/01/2021|Vente|750000,00|26.0|PL|0529|DES CARDEURS|13100.0|AIX EN PROVENCE|13|1||AS|126|9.0|1|3.0|Dépendance|0.0|0.0|2021
1|21/01/2021|Vente|750000,00|26.0|RUE|0528|DES CARDEURS|13100.0|AIX EN PROVENCE|13|1||AS|126|10.0|2|3.0|Dépendance|0.0|0.0|2021
1|21/01/2021|Vente|750000,00|26.0|PL|0529|DES CARDEURS|13100.0|AIX EN PROVENCE|13|1||AS|126|9.0|1|3.0|Dépendance|0.0|0.0|2021
1|21/01/2021|Vente|750000,00|26.0|PL|0529|DES CARDEURS|13100.0|AIX EN PROVENCE|13|1||AS|126|4.0|1|2.0|Appartement|60.0|3.0|2021
1|29/01/2021|Vente|2100000,00|||B035|RIPPERT DU PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AL|1||0|||||2021
1|29/01/2021|Vente|2100000,00|||B035|RIPPERT DU PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AL|2||0|||||2021
1|29/01/2021|Vente|2100000,00|||B035|RIPPERT DU PRIGNON|13100.0|SAINT-MARC-JAUMEGARDE|13|95||AL|3||0|||||2021
